No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county
375,LdSkiernWIOSMJagiell,PL0546A,Skierniewice-Jagiellońska 28,LdSkiernWIOSMJagiell,2010-01-01,2014-06-30,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Jagiellońska 28,51.959561,20.146182999999997,
376,LdSkiernWIOSMWitaStw,PL0512A,Skierniewice-Wita Stwosza2/4,LdSkiernWIOSMWitaStw,2008-03-07,2011-12-31,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Wita Stwosza 2/4,51.960719,20.147408,
377,LdSkiernWSSEMKoperni,PL0111A,Skierniewice-Kopernika5,LdSkiernWSSEMKoperni,1994-01-02,2010-01-01,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Kopernika 5,51.952778,20.152222000000002,
378,LdSkiernWSSEMReymont,PL0112A,Skierniewice-Reymonta 33,LdSkiernWSSEMReymont,2004-01-01,2011-05-01,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Reymonta 33,51.96,20.147222,
379,LdSkiernWSSEMWankowi,,Skierniewice-Wańkowicza10,LdSkiernWSSEMWankowi,1991-01-16,2003-12-31,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Wańkowicza 10,51.973611,20.148889,
380,LdToMaSwAnto,PL0547A,Tomaszów Mazowiecki ul. Św. Antoniego,,2010-01-01,,background,urban,dust collector,ŁÓDZKIE,Tomaszów Mazowiecki,ul. Św. Antoniego 43/45,51.526258,20.016786,powiat tomaszowski
381,LdTomaszWSSEMSw.Anto,PL0113A,TomaszówMaz.-Św.Antoniego24,LdTomaszWSSEMSw.Anto,1988-01-01,2014-08-13,background,urban,container,ŁÓDZKIE,Tomaszów Mazowiecki,ul. Św. Antoniego 24,51.528889,20.010832999999998,powiat tomaszowski
382,LdUniejTermy,PL0667A,Uniejów-Termy,LdUniejTermy,2017-01-01,,background,suburban,dust collector,ŁÓDZKIE,Uniejów,ul. Zamkowa 1,51.971664000000004,18.79035,powiat poddębicki
383,LdUniejZamko,PL0667A,"Uniejów, ul. Zamkowa",,2017-01-01,,background,suburban,dust collector,ŁÓDZKIE,Uniejów,ul. Zamkowa 1,51.971664000000004,18.79035,powiat poddębicki
384,LdWielunPOW1,PL0590A,"Wieluń, ul. POW",,2012-01-01,,background,urban,dust collector,ŁÓDZKIE,Wieluń,ul. POW 12,51.217828000000004,18.581828,powiat wieluński
385,LdWielunWSSEMPOW14,PL0208A,Wieluń-POW14,LdWielunWSSEMPOW14,2005-01-01,2010-01-01,background,urban,in-house,ŁÓDZKIE,Wieluń,ul. POW 14,51.218610999999996,18.581389,powiat wieluński
386,LdWielunWSSEMWojskaP,,Wieluń-WojskaPolskiego,LdWielunWSSEMWojskaP,2003-01-01,2007-01-01,background,urban,in-house,ŁÓDZKIE,Wieluń,ul. Wojska Polskiego,-999.0,-999.0,
387,LdWieluPOW12,PL0590A,Wieluń-POW 12,LdWielunWIOSMPOW,2012-01-01,,background,urban,dust collector,ŁÓDZKIE,Wieluń,ul. P.O.W. 12,51.217828000000004,18.581828,powiat wieluński
388,LdZduWoKrole,PL0548A,"Zduńska Wola, ul. Królewska",,2011-08-16,,background,urban,dust collector,ŁÓDZKIE,Zduńska Wola,ul. Królewska 10,51.601439,18.940122,powiat zduńskowolski
389,LdZdWolaWSSEMDabrows,PL0114A,ZduńskaWola-Dąbrowskiego1,LdZdWolaWSSEMDabrows,2003-01-01,2010-01-01,background,urban,in-house,ŁÓDZKIE,Zduńska Wola,ul. Dąbrowskiego 1,51.601110999999996,18.936944,powiat zduńskowolski
390,LdZdWolaWSSEMPlWolno,,Zduńska Wola-Plac Wolności 20,LdZdWolaWSSEMPlWolno,2001-01-01,2003-07-31,background,urban,in-house,ŁÓDZKIE,Zduńska Wola,pl. Wolności 20,51.603056,18.934444,powiat zduńskowolski
391,LdZdWolaWSSEMSzadkow,,ZduńskaWola-Szadkowska4,LdZdWolaWSSEMSzadkow,2003-01-01,2006-01-01,background,urban,in-house,ŁÓDZKIE,Zduńska Wola,ul. Szadkowska 4,51.606667,18.939722,powiat zduńskowolski
392,LdZgieMielcz,PL0115A,"Zgierz, ul. Mielczarskiego",,2003-09-01,,background,urban,container,ŁÓDZKIE,Zgierz,ul. Mielczarskiego 1,51.856691999999995,19.421231,powiat zgierski
393,LdZgierzWSSEMDabrows,,Zgierz-Dąbrowskiego 12,LdZgierzWSSEMDabrows,1976-01-01,2000-05-31,background,urban,in-house,ŁÓDZKIE,Zgierz,ul. Dąbrowskiego 12,51.856944,19.411944000000002,powiat zgierski
394,LdZgierzWSSEMStRynek,PL0116A,Zgierz-Pl Jana Pawła II,LdZgierzWSSEMStRynek,2000-01-01,2010-01-01,background,urban,in-house,ŁÓDZKIE,Zgierz,pl. Jana Pawła II,51.856389,19.404444,powiat zgierski
395,LdZloczeWSSEMWieluns,,Złoczew-Wieluńksa(szkoła),LdZloczeWSSEMWieluns,2003-01-01,2003-12-31,background,urban,in-house,ŁÓDZKIE,Złoczew,ul. Wieluńska,51.406944,18.610833,powiat sieradzki
396,LuDrezdeWSSE,PL0376A,WSSE - Drezdenko,LuDrezdeWSSE,2002-05-01,2009-12-31,background,urban,in-house,LUBUSKIE,Drezdenko,ul. Chrobrego 11,52.839167,15.835578,powiat strzelecko-drezdenecki
397,LuGorzKosGdy,PL0209A,Gorzów Wlkp. ul. Kosynierów Gdyńskich,,2005-01-01,,background,urban,container,LUBUSKIE,Gorzów Wielkopolski,ul. Kosynierów Gdyńskich,52.738214,15.228667000000002,
398,LuGorzowWSSE_1,PL0272A,WSSE - Gorzów ul. Borowskiego,LuGorzowWSSE_1,2003-01-01,2009-12-31,background,urban,in-house,LUBUSKIE,Gorzów Wielkopolski,ul. Borowskiego 28,52.737221999999996,15.232222,
399,LuGorzowWSSE_5,PL0377A,WSSE - Gorzów ul. Mickiewicza,LuGorzowWSSE_5,1988-02-01,2009-12-31,background,urban,in-house,LUBUSKIE,Gorzów Wielkopolski,ul. Mickiewicza,52.739722,15.23,
400,LuGorzowWSSE_6,PL0378A,WSSE - Gorzów ul. Wróblewskiego,LuGorzowWSSE_6,2003-04-01,2009-12-31,background,urban,in-house,LUBUSKIE,Gorzów Wielkopolski,ul. Wróblewskiego,52.754721999999994,15.241944,
401,LuGorzPilsud,PL0492A,Gorzów Wlkp. ul. Piłsudskiego,,2010-01-08,,background,urban,dust collector,LUBUSKIE,Gorzów Wielkopolski,ul. Piłsudskiego,52.747043999999995,15.246294,
402,LuGubinAnderMOB,PL0782A,"Gubin, ul. Gen. W. Andersa",,2021-01-04,2021-12-31,background,urban,mobile,LUBUSKIE,Gubin,Generała Władysława Andersa,51.947935,14.724985,powiat krośnieński
403,LuMiedzyWSSE,PL0379A,WSSE - Międzyrzecz,LuMiedzyWSSE,1992-01-01,2009-12-31,background,urban,in-house,LUBUSKIE,Międzyrzecz,ul. Centrum 16,52.442778000000004,15.581389000000001,powiat międzyrzecki
404,LuNowaSolKos,PL0783A,Nowa Sól,,2021-01-01,,background,urban,container,LUBUSKIE,Nowa Sól,T. Kościuszki,51.809103,15.708042,powiat nowosolski
405,LuNowaSolMOB,PL0752A,"Nowa Sól, ul. T. Kościuszki",LuNowaSolMOB,2018-12-05,2019-12-31,background,urban,mobile,LUBUSKIE,Nowa Sól,T. Kościuszki 26,51.808662,15.708193,powiat nowosolski
406,LuNowasoWSSE,PL0380A,WSSE - Nowa Sól,LuNowasoWSSE,1990-01-03,2008-12-31,background,urban,in-house,LUBUSKIE,Nowa Sól,ul. Wojska Polskiego 11,51.8025,15.715014000000002,powiat nowosolski
407,LuSlubWIOS_AUT,PL0210A,Słubice ul. Woj Pol,LuSlubWIOS_AUT,2005-01-01,2010-12-31,background,urban,container,LUBUSKIE,Słubice,ul. Wojska Polskiego,52.355833000000004,14.564167000000001,powiat słubicki
408,LuSlubWSSE,PL0381A,WSSE - Słubice,LuSlubWSSE,1988-02-01,2009-12-31,background,urban,in-house,LUBUSKIE,Słubice,ul. Mickiewicza 4,52.350278,14.557222,powiat słubicki
409,LuSmolBytnic,PL0211A,Smolary Bytnickie,,2005-01-01,,background,nonurban,container,LUBUSKIE,Smolary Bytnickie,Smolary Bytnickie 45A,52.172222,15.206667000000001,powiat krośnieński
410,LuSulecDudka,PL0575A,Sulęcin ul. Dudka,,2011-01-26,,background,urban,container,LUBUSKIE,Sulęcin,ul. Dudka,52.437721999999994,15.122444,powiat sulęciński
411,LuSuleciWSSE,PL0382A,WSSE - Sulęcin,LuSuleciWSSE,1992-01-02,2009-12-31,background,urban,in-house,LUBUSKIE,Sulęcin,ul. Magazynowa,52.449721999999994,15.116944,powiat sulęciński
412,LuSwiebodMOB,PL0766A,"Świebodzin,ul. Gen.W.Sikorskiego",LuSwiebodMOB,2020-01-09,2020-12-31,background,urban,mobile,LUBUSKIE,Świebodzin,Gen.W.Sikorskiego 25,52.245444,15.527571,powiat świebodziński
413,LuSwieboWIOS_MOB,PL0383A,"Świebodzin, ul. Łąki Zamkowe",LuSwieboWIOS_MOB,2008-01-07,2009-01-14,background,urban,mobile,LUBUSKIE,Świebodzin,ul. Łąki Zamkowe,52.247778000000004,15.534722,powiat świebodziński
414,LuSwieboWSSE,PL0384A,WSSE - Świebodzin,LuSwieboWSSE,1990-05-25,2009-12-31,background,urban,in-house,LUBUSKIE,Świebodzin,ul. 1 Maja 10,52.251111,15.531667,powiat świebodziński
415,LuWsKaziWiel,PL0212A,Wschowa ul. Kazimierza Wielkiego,,2005-01-01,,background,urban,container,LUBUSKIE,Wschowa,ul. Kazimierza Wielkiego,51.799721999999996,16.3175,powiat wschowski
416,LuZaganWSSE,PL0385A,WSSE - Żagań,LuZaganWSSE,1991-01-14,2009-12-31,background,urban,in-house,LUBUSKIE,Żagań,ul. Szprotawska 25A,51.6125,15.328889000000002,powiat żagański
417,LuZarySzyman,PL0591A,"Żary, ul. Szymanowskiego 8",,2012-09-01,,background,urban,container,LUBUSKIE,Żary,ul. Szymanowskiego 8,51.642656,15.127807999999998,powiat żarski
418,LuZaryWIOS_MAN,PL0513A,Żary ul. Podchorążych,LuZaryWIOS_MAN,2010-01-01,2010-12-31,background,urban,in-house,LUBUSKIE,Żary,ul. Podchorążych,51.6399,15.136130999999999,powiat żarski
419,LuZaryWIOS_MOB,PL0514A,Żary ul. Chopina,LuZaryWIOS_MOB,2010-01-26,2010-12-31,background,urban,mobile,LUBUSKIE,Żary,ul. Chopina,51.6415,15.1275,powiat żarski
420,LuZaryWSSE,PL0386A,WSSE - Żary,LuZaryWSSE,1998-06-01,2009-12-31,background,urban,in-house,LUBUSKIE,Żary,ul. Podchorążych 23a,51.64,15.135556,powiat żarski
421,LuZaryWSSE_2,PL0387A,WSSE - Żary ul. 1Maja,LuZaryWSSE_2,2006-01-01,2009-12-31,background,urban,NO DATA,LUBUSKIE,Żary,ul. 1 Maja,51.634444,15.141110999999999,powiat żarski
422,LuZgoraWSSE_1,PL0388A,WSSE - Zielona Góra ul. Jasna,LuZgoraWSSE_1,1989-03-12,2009-12-31,background,urban,in-house,LUBUSKIE,Zielona Góra,ul. Jasna 10,51.93,15.503055999999999,
423,LuZielKrotka,PL0213A,Zielona Góra ul. Krótka,,2005-01-01,,background,urban,container,LUBUSKIE,Zielona Góra,ul. Krótka,51.939783,15.518861,
424,MpAndrycWSSEKrak1801,,Andrychów Krakowska,MpAndrycWSSEKrak1801,2001-01-01,2009-12-31,background,urban,in-house,MAŁOPOLSKIE,Andrychów,ul. Krakowska 86,49.853333,19.340556,powiat wadowicki
425,MpBochKonfed,PL0549A,"Bochnia, ul. Konfederatów Barskich",,2011-01-01,,background,urban,dust collector,MAŁOPOLSKIE,Bochnia,ul. Konfederatów Barskich,49.969017,20.439511,powiat bocheński
426,MpBochniWSSEKazi0104,PL0302A,Bochnia Kazimierza Wielkiego 67,MpBochniWSSEKazi0104,2003-01-01,2008-12-31,background,urban,in-house,MAŁOPOLSKIE,Bochnia,ul. Kazimierza Wielkiego 67,49.959167,20.420556,powiat bocheński
427,MpBochniWSSEKons0105,PL0389A,Bochnia Kostytucji 3 Maja Nr 5,MpBochniWSSEKons0105,2004-01-01,2010-12-31,background,urban,NO DATA,MAŁOPOLSKIE,Bochnia,ul. Kostytucji 3 Maja Nr 5,49.972778000000005,20.428055999999998,powiat bocheński
428,MpBochniWSSESoln0102,,Bochnia Solna,MpBochniWSSESoln0102,2003-01-01,2003-12-31,background,urban,NO DATA,MAŁOPOLSKIE,Bochnia,ul. Solna,49.97,20.432222,powiat bocheński
429,MpBrzeskWIOSWiej0202,PL0626A,"Brzesko, ul. Wiejska",MpBrzeskWIOSWiej0202,2014-01-01,2014-12-31,background,urban,mobile,MAŁOPOLSKIE,Brzesko,ul. Wiejska,49.975953000000004,20.603222,powiat brzeski
430,MpBrzeskWSSEGlow0201,PL0390A,Brzesko Głowackiego,MpBrzeskWSSEGlow0201,2001-01-01,2008-12-31,background,urban,in-house,MAŁOPOLSKIE,Brzesko,ul. Głowackiego 51,49.9675,20.607782999999998,powiat brzeski
431,MpBrzeszKosc,PL0668A,"Brzeszcze, ul. Kościelna",MpBrzeszKosc,2017-01-01,2018-01-17,background,urban,container,MAŁOPOLSKIE,Brzeszcze,Kościelna,49.966667,19.146061,powiat oświęcimski
432,MpBukowKolejMOB,PL0612A,"Bukowno, ul. Kolejowa",MpBukownWIOSKole1206,2015-01-01,2015-12-31,background,urban,mobile,MAŁOPOLSKIE,Bukowno,ul. Kolejowa,50.266239,19.462286,powiat olkuski
433,MpChrzanWSSEGrzy0301,PL0303A,Chrzanów Grzybowskiego,MpChrzanWSSEGrzy0301,2001-01-01,2009-12-31,background,urban,in-house,MAŁOPOLSKIE,Chrzanów,ul. Grzybowskiego 7,50.136944,19.397222,powiat chrzanowski
434,MpChrzaPlTysMOB,PL0637A,"Chrzanów, Pl. Tysiąclecia",MpChrzaPlTysMOB,2016-01-01,2016-12-31,background,urban,mobile,MAŁOPOLSKIE,Chrzanów,Pl. Tysiąclecia,50.144028000000006,19.406556,powiat chrzanowski
435,MpDabrowWIOSZare0401,PL0627A,"Dabrowa Tarnowska, ul. Zaręby",MpDabrowWIOSZare0401,2014-01-01,2014-12-31,background,urban,mobile,MAŁOPOLSKIE,Dąbrowa Tarnowska,ul. Zaręby,50.177519000000004,20.984028,powiat dąbrowski
436,MpDobczSzkolMOB,PL0638A,"Dobczyce, ul. Szkolna",MpDobczSzkolMOB,2016-01-01,2016-12-31,background,urban,mobile,MAŁOPOLSKIE,Dobczyce,ul. Szkolna,49.881108000000005,20.100819,powiat myślenicki
437,MpDobrowWSSEPils0401,,Dąbrowa Tarnowska Piłsudskiego,MpDobrowWSSEPils0401,2001-01-01,2004-12-31,background,urban,in-house,MAŁOPOLSKIE,Dąbrowa Tarnowska,ul. Piłsudskiego 14,50.170833,20.983611,powiat dąbrowski
438,MpGorlicWSSELegi0501,PL0391A,Gorlice Legionów,MpGorlicWSSELegi0501,2001-01-01,2010-12-31,background,urban,in-house,MAŁOPOLSKIE,Gorlice,ul. Legionów 12,49.655,21.156111,powiat gorlicki
439,MpGorlKrasin,PL0478A,"Gorlice, ul. Krasińskiego",,2009-01-01,,background,urban,dust collector,MAŁOPOLSKIE,Gorlice,ul. Krasińskiego,49.658889,21.163335999999997,powiat gorlicki
440,MpKalZebRyneMOB,PL0639A,"Kalwaria Zebrzydowska, Rynek",MpKalZebRyneMOB,2016-01-01,2016-12-31,background,urban,mobile,MAŁOPOLSKIE,Kalwaria Zebrzydowska,Rynek,49.867344,19.676722,powiat wadowicki
441,MpKaszowLisz,PL0640A,Kaszów,,2016-01-01,,background,suburban,container,MAŁOPOLSKIE,Kaszów,Bory,50.025028000000006,19.726833,powiat krakowski
442,MpKetyWyspiaMOB,PL0613A,"Kęty, ul. Wyspiańskiego",MpKetyWIOSWysp1304,2015-01-01,2015-12-31,background,urban,mobile,MAŁOPOLSKIE,Kęty,ul. Wyspiańskiego,49.876936,19.2156,powiat oświęcimski
443,MpKrakAlKras,PL0012A,"Kraków, Aleja Krasińskiego",,2003-01-01,,communication,urban,container,MAŁOPOLSKIE,Kraków,al. Krasińskiego,50.057678,19.926189,
444,MpKrakBujaka,PL0501A,"Kraków, ul. Bujaka",,2010-01-01,,background,urban,container,MAŁOPOLSKIE,Kraków,ul. Bujaka,50.010575,19.949189,
445,MpKrakBulwar,PL0039A,"Kraków, ul. Bulwarowa",,2003-01-01,,industrial,urban,container,MAŁOPOLSKIE,Kraków,ul. Bulwarowa,50.069308,20.053492000000002,
446,MpKrakDietla,PL0641A,"Kraków, ul. Dietla",,2016-01-01,,communication,urban,container,MAŁOPOLSKIE,Kraków,ul. Dietla,50.057446999999996,19.946008,
447,MpKrakOsPias,PL0642A,"Kraków, os. Piastów",,2016-01-01,,background,urban,dust collector,MAŁOPOLSKIE,Kraków,os. Piastów,50.098508,20.018269,
448,MpKrakowWIOSPrad6115,PL0038A,"Krowodrza-Kraków, szpital Jana Pawła II",MpKrakowWIOSPrad6115,2003-01-01,2010-02-28,background,urban,container,MAŁOPOLSKIE,Kraków,ul. Prądnicka,50.0875,19.926111,
449,MpKrakowWSSEKapi6108,PL0392A,Kraków Swoszowice Kąpielowa,MpKrakowWSSEKapi6108,2003-01-01,2009-12-31,background,urban,in-house,MAŁOPOLSKIE,Kraków,ul. Swoszowice Kąpielowa 70,49.991667,19.935,
450,MpKrakowWSSEPrad6102,,Krakow Pradnicka 76,MpKrakowWSSEPrad6102,2003-01-01,2004-12-31,background,urban,in-house,MAŁOPOLSKIE,Kraków,ul. Prądnicka 76,50.0875,19.938056,
451,MpKrakowWSSERPod6113,,Kraków Rynek Podgórski,MpKrakowWSSERPod6113,2001-01-01,2004-12-31,background,urban,in-house,MAŁOPOLSKIE,Kraków,ul. Rynek Podgórski,50.04,19.943333,
452,MpKrakSwoszo,PL0735A,"Kraków, os. Swoszowice",,2019-01-01,,background,urban,dust collector,MAŁOPOLSKIE,Kraków,Lusińska,49.991442,19.936792,
453,MpKrakTelime,PL0669A,"Kraków, ul. Telimeny",MpKrakTelime,2017-01-01,2018-06-01,background,urban,dust collector,MAŁOPOLSKIE,Kraków,ul. Telimeny 9,50.019036,20.016822,
454,MpKrakWadow,PL0670A,"Kraków, os. Wadów",,2017-01-01,,industrial,urban,container,MAŁOPOLSKIE,Kraków,Wadów,50.100569,20.122560999999997,
455,MpKrakZloRog,PL0643A,"Kraków, ul. Złoty Róg",,2016-01-01,,background,urban,dust collector,MAŁOPOLSKIE,Kraków,Złoty Róg,50.081196999999996,19.895357999999998,
456,MpKrynicDiet,PL0743A,"Krynica, ul. Bulwary Dietla",MpKrynicDiet,2019-01-01,2021-01-01,background,urban,mobile,MAŁOPOLSKIE,Krynica-Zdrój,Bulwary Dietla,49.416978,20.956147,powiat nowosądecki
457,MpKrynicWIOSNowo1008,PL0479A,Krynica Nowotarskiego,MpKrynicWIOSNowo1008,2009-01-01,2009-12-31,background,urban,mobile,MAŁOPOLSKIE,Krynica-Zdrój,ul. Nowotarskiego,49.417778000000006,20.9575,powiat nowosądecki
458,MpKrynicWIOSPark1009,PL0515A,"Krynica, ul. Park Sportowy",MpKrynicWIOSPark1009,2010-01-01,2010-12-31,background,urban,mobile,MAŁOPOLSKIE,Krynica-Zdrój,ul. Park Sportowy,49.427533000000004,20.9512,powiat nowosądecki
459,MpKrynicWSSENowo1002,,Krynica Nowotarskiego RWM,MpKrynicWSSENowo1002,2005-01-01,2008-12-31,background,urban,in-house,MAŁOPOLSKIE,Krynica,ul. Nowotarskiego RWM,-999.0,-999.0,
460,MpKrzeszWIOSKulc0605,,Krzeszowice Plac Kulczyńskiego,MpKrzeszWIOSKulc0605,2002-01-01,2002-12-31,background,urban,NO DATA,MAŁOPOLSKIE,Krzeszowice,pl. Kulczyńskiego 1,-999.0,-999.0,
461,MpLimanoBoleMOB,PL0614A,"Limanowa, ul. Matki Bożej Bolesnej",MpLimanoWIOSMBBo0706,2015-01-01,2015-12-31,background,urban,mobile,MAŁOPOLSKIE,Limanowa,Zygmunta Augusta,49.698525,20.424119,powiat limanowski
462,MpMaPodhWIOSKosc1508,PL0117A,Maków Podhalański,MpMaPodhWIOSKosc1508,2004-12-15,2010-12-31,background,urban,container,MAŁOPOLSKIE,Maków Podhalański,ul. Kościuszki 5,49.730278000000006,19.681389000000003,powiat suski
463,MpMiechoWIOSKono0802,PL0628A,"Miechów, ul. Konopnickiej",MpMiechoWIOSKono0802,2014-01-01,2014-12-31,background,urban,mobile,MAŁOPOLSKIE,Miechów,ul. Konopnickiej,50.360036,20.038672000000002,powiat miechowski
464,MpMiechoWIOSKsSk0801,,Miechów Księdza Skorupki,MpMiechoWIOSKsSk0801,2002-01-01,2003-12-31,background,urban,in-house,MAŁOPOLSKIE,Miechów,ul. Księdza Skorupki 5,50.354721999999995,20.024722,powiat miechowski
465,MpMszanaDoln,PL0784A,Mszana Dolna ul. Orkana,,2021-01-01,2021-12-10,background,urban,mobile,MAŁOPOLSKIE,Mszana Dolna,Orkana,49.672225,20.083092,powiat limanowski
466,MpMuszynKity,PL0685A,"Muszyna, ul. A. Kity 17",MpMuszynKity,2017-01-01,2018-01-17,background,urban,container,MAŁOPOLSKIE,Muszyna,ul. A. Kity,49.354447,20.894361,powiat nowosądecki
467,MpMuszynKityMOB,PL0644A,"Muszyna, ul. Kity",MpMuszynKityMOB,2016-01-01,2016-12-31,background,urban,mobile,MAŁOPOLSKIE,Muszyna,ul. Kity,49.354464,20.894375,powiat nowosądecki
468,MpMuszynWSSERyne1001,PL0393A,Muszyna Rynek 14 Szkoła Podst.,MpMuszynWSSERyne1001,2001-01-01,2009-12-31,background,urban,in-house,MAŁOPOLSKIE,Muszyna,ul. Rynek 14,49.353611,20.891944,powiat nowosądecki
469,MpMuszynZloc,PL0693A,Muszyna Złockie,MpMuszynZloc,2018-01-01,2018-12-31,background,nonurban,mobile,MAŁOPOLSKIE,Złockie,Złockie 79,49.374147,20.879580999999998,powiat nowosądecki
470,MpMyslenWIOSKazi0901,,Myslenice Kazimierza Wielkiego,MpMyslenWIOSKazi0901,2002-01-01,2002-12-31,background,urban,NO DATA,MAŁOPOLSKIE,Myślenice,ul. Kazimierza Wielkiego 199,-999.0,-999.0,
471,MpMyslenWIOSKosc0902,,Myślenice Kościuszki,MpMyslenWIOSKosc0902,2002-01-01,2003-12-31,background,urban,in-house,MAŁOPOLSKIE,Myślenice,ul. Kościuszki 16,49.826667,19.936389000000002,powiat myślenicki
472,MpMyslenWIOSRyne0905,,Mobilna Myślenice Rynek,MpMyslenWIOSRyne0905,2004-08-09,2004-10-30,background,urban,mobile,MAŁOPOLSKIE,Myślenice,ul. Rynek,49.835,19.938056,powiat myślenicki
473,MpMyslenWIOSRyne0906,PL0118A,Myślenice Rynek,MpMyslenWIOSRyne0906,2004-12-16,2008-12-31,background,urban,container,MAŁOPOLSKIE,Myślenice,ul. Rynek,49.835,19.938056,powiat myślenicki
474,MpMysleRynekMOB,PL0615A,"Myślenice, Rynek",MpMyslenWIOSRyne0907,2015-01-01,2015-12-31,background,urban,mobile,MAŁOPOLSKIE,Myślenice,Rynek,49.834922,19.938114000000002,powiat myślenicki
475,MpNiepo3Maja,PL0125A,"Niepołomice, ul. 3 Maja",,2003-01-01,,background,urban,dust collector,MAŁOPOLSKIE,Niepołomice,ul. 3 Maja,50.035117,20.212689,powiat wielicki
476,MpNiepolWIOSRyne1907,,Niepołomice Rynek mobilna,MpNiepolWIOSRyne1907,2006-01-01,2007-01-31,background,urban,mobile,MAŁOPOLSKIE,Niepołomice,ul. Rynek,-999.0,-999.0,
477,MpNoSaczNadb,PL0550A,"Nowy Sącz, ul. Nadbrzeżna",,2010-09-01,,background,urban,container,MAŁOPOLSKIE,Nowy Sącz,ul. Nadbrzeżna,49.619281,20.714403,
478,MpNoSaczWSSENawo17a,,Nowy Sącz Nawojowska 17a,MpNoSaczWSSENawo17a,2004-01-01,2004-12-31,background,urban,in-house,MAŁOPOLSKIE,Nowy Sącz,ul. Nawojowska 17a,49.613889,20.704444,
479,MpNoTargPSlo,PL0671A,"Nowy Targ, Plac Słowackiego",,2016-03-21,2021-12-06,background,urban,container,MAŁOPOLSKIE,Nowy Targ,Plac Słowackiego,49.483596999999996,20.028992000000002,powiat nowotarski
480,MpNoTargWSSESzaf1102,PL0304A,Nowy Targ Szaflarska,MpNoTargWSSESzaf1102,2001-01-01,2009-12-31,background,urban,NO DATA,MAŁOPOLSKIE,Nowy Targ,ul. Szaflarska,49.474444,20.025833,powiat nowotarski
481,MpNowyTaWIOSPows1114,PL0629A,"Nowy Targ, ul. Powstańców",MpNowyTaWIOSPows1114,2014-01-01,2014-12-31,background,urban,mobile,MAŁOPOLSKIE,Nowy Targ,ul. Powstańców,49.476096999999996,20.026881,powiat nowotarski
482,MpNSaczWIOSPija6204,PL0119A,"Nowy Sącz, Pijarska",MpNSaczWIOSPija6204,2003-08-20,2010-09-30,background,urban,container,MAŁOPOLSKIE,Nowy Sącz,ul. Pijarska,49.627221999999996,20.688333,
483,MpNSaczWSSETarn6202,PL0305A,Nowy Sącz Tarnowska 28,MpNSaczWSSETarn6202,2004-01-01,2009-12-31,background,urban,in-house,MAŁOPOLSKIE,Nowy Sącz,ul. Tarnowska 28,49.635278,20.693056,
484,MpOlkuCegiel,PL0754A,"Olkusz, ul. Cegielniana",,2019-01-01,,background,urban,dust collector,MAŁOPOLSKIE,Olkusz,Cegielniana,50.284,19.564044,powiat olkuski
485,MpOlkuFrNull,PL0306A,"Olkusz, ul. Francesco Nullo",MpOlkuszWIOSNull1205,2003-04-01,2018-04-16,background,urban,container,MAŁOPOLSKIE,Olkusz,ul. Francesco Nullo,50.277569,19.569869,powiat olkuski
486,MpOswiecBema,PL0694A,"Oświęcim, ul. J. Bema",,2018-01-01,,background,urban,container,MAŁOPOLSKIE,Oświęcim,J. Bema,50.033083000000005,19.245275,powiat oświęcimski
487,MpOswiecWIOSSnia1302,PL0630A,"Oświęcim, ul. Śniadeckiego",MpOswiecWIOSSnia1302,2014-01-01,2014-12-31,background,urban,mobile,MAŁOPOLSKIE,Oświęcim,ul. Śniadeckiego,50.035447,19.239331,powiat oświęcimski
488,MpOswiecWIOSSnia1304,,Oświęcim mobilna,MpOswiecWIOSSnia1304,2005-01-01,2008-12-31,background,urban,mobile,MAŁOPOLSKIE,Oświęcim,ul. Śniadeckiego,50.034167,19.245278,powiat oświęcimski
489,MpOswiecWSSEWiez1301,PL0307A,Oświęcim Więźniów Oświęcimia,MpOswiecWSSEWiez1301,2001-01-01,2009-12-31,background,urban,in-house,MAŁOPOLSKIE,Oświęcim,ul. Więźniów Oświęcimia 1,50.034167,19.200556,powiat oświęcimski
490,MpPiwnicWSSERyne1004,,Piwniczna Rynek 2,MpPiwnicWSSERyne1004,2004-03-08,2005-12-31,background,urban,in-house,MAŁOPOLSKIE,Piwniczna,ul. Rynek 2,49.4375,20.708610999999998,powiat nowosądecki
491,MpPiwnZdrojoMOB,PL0645A,"Piwniczna-Zdrój, ul. Zdrojowa",MpPiwnZdrojoMOB,2016-01-01,2016-12-31,background,urban,mobile,MAŁOPOLSKIE,Piwniczna,ul. Zdrojowa,49.444055999999996,20.719889000000002,powiat nowosądecki
492,MpProszoWIOS3Maj1402,,Proszowice UmiG,MpProszoWIOS3Maj1402,2002-01-01,2003-12-31,background,urban,in-house,MAŁOPOLSKIE,Proszowice,ul. 3 maja 72,50.188056,20.29,powiat proszowicki
