L,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county
126,DsWalbKost,,Wałbrzych - ul. Kosteckiego,DsWalbKost,1/2/1983,12/31/2003,industrial,urban,in-house,DOLNOŚLĄSKIE,Wałbrzych,ul. Kosteckiego 2,50.762702,16.244248,Wałbrzych
127,DsWalbrzWyso,PL0192A,"Wałbrzych, ul. Wysockiego",,1/1/2005,,background,urban,container,DOLNOŚLĄSKIE,Wałbrzych,ul. Wysockiego 11,50.768729,16.269677,Wałbrzych
128,DsWalbWysPArch,,Wałbrzych - ul. Wysockiego (PM10-Arch),DsWalbWysPArch,1/2/2004,12/31/2009,background,urban,dust collector,DOLNOŚLĄSKIE,Wałbrzych,ul. Wysockiego 11,50.768747,16.269584,Wałbrzych
129,DsWitk09,,Witków,DsWitk09,11/1/1996,5/20/2004,background,nonurban,container,DOLNOŚLĄSKIE,Witków,,50.81652,16.122029,powiat wałbrzyski
130,DsWitka,PL0319A,Witka,DsWitka,1/1/1996,12/31/2013,industrial,nonurban,container,DOLNOŚLĄSKIE,Witka,,51.041136,14.980327,powiat zgorzelecki
131,DsWlen03,PL0062A,Wleń,DsWlen03,7/1/1996,12/31/2010,background,nonurban,container,DOLNOŚLĄSKIE,Wleń,,51.012248,15.668279,powiat lwówecki
132,DsWrocAlWisn,PL0197A,"Wrocław, al. Wiśniowa",,1/1/2005,,communication,urban,container,DOLNOŚLĄSKIE,Wrocław,al. Wiśniowa/ul. Powst. Śląskich,51.086225,17.012689,Wrocław
133,DsWrocBartni,PL0193A,"Wrocław, ul. Bartnicza",,1/1/2005,,background,suburban,container,DOLNOŚLĄSKIE,Wrocław,ul. Bartnicza,51.115933,17.141125,Wrocław
134,DsWrocGrun,,Wrocław - Grunwald,DsWrocGrun,1/1/1996,12/31/2005,communication,urban,in-house,DOLNOŚLĄSKIE,Wrocław,pl. Grunwaldzki 9,51.109899,17.056491,Wrocław
135,DsWrocKorzPMArch,,Wrocław - Korzeniowskiego (PM10-Arch),DsWrocKorzPMArch,1/1/2005,12/31/2009,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Wyb. J.Conrada-Korzeniowskiego,51.129409,17.029552,Wrocław
136,DsWrocKrom,,Wrocław - Kromera,DsWrocKrom,1/1/1995,12/31/2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Kromera 44,51.132752,17.064494,Wrocław
137,DsWrocNaGrob,PL0490A,"Wrocław, ul. Na Grobli",,1/1/2010,,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Na Grobli,51.103456,17.059225,Wrocław
138,DsWrocOlsz,,Wrocław - Olszewskiego,DsWrocOlsz,1/1/1978,12/31/2003,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Olszewskiego 21,51.102735,17.096759,Wrocław
139,DsWrocOpor,,Wrocław - Oporowska,DsWrocOpor,1/1/1995,12/31/2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Oporowska 16,51.098027,17.002063,Wrocław
140,DsWrocOrzech,PL0196A,"Wrocław, ul. Orzechowa",,1/1/2011,,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Orzechowa 61,51.077525,17.042817,Wrocław
141,DsWrocOrzechArch,,Wrocław - Orzechowa (PM10-Arch),DsWrocOrzechArch,1/1/2005,12/31/2009,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Orzechowa 61,51.077525,17.042816,Wrocław
142,DsWrocPret,,Wrocław - Pretficza,DsWrocPret,1/1/1994,12/31/2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Pretficza 7,51.090895,17.013682,Wrocław
143,DsWrocSklad,,Wrocław - Składowa,DsWrocSklad,1/1/1977,12/31/2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Składowa 1/3,51.119722,17.0275,Wrocław
144,DsWrocTech,,Wrocław - Mł.Techników,DsWrocTech,1/1/1986,12/31/2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Młodych Techników 7,51.113611,17.013056,Wrocław
145,DsWrocUkr,PL0009A,Wrocław - Ukryta,DsWrocUkr,1/1/1998,12/31/2005,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Ukryta 10,51.117029,17.053859,Wrocław
146,DsWrocWie,PL0025A,Wrocław - Wierzbowa,DsWrocWie,11/8/1994,12/31/2011,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Wierzbowa 14/16,51.10549,17.036471,Wrocław
147,DsWrocWybCon,PL0194A,"Wrocław, wyb. Conrada-Korzeniowskiego",,1/1/2005,,background,urban,container,DOLNOŚLĄSKIE,Wrocław,ul. Wyb. J.Conrada-Korzeniowskiego 18,51.129378,17.02925,Wrocław
148,DsWyszkow,PL0320A,Wyszków,DsWyszkow,1/1/1996,12/31/2013,industrial,nonurban,container,DOLNOŚLĄSKIE,Wyszków,,50.963536,14.993653,powiat zgorzelecki
149,DsZabkKlodz,,Ząbkowice Śląskie - ul. Kłodzka,DsZabkKlodz,1/2/1977,12/31/2005,background,urban,in-house,DOLNOŚLĄSKIE,Ząbkowice Śląskie,ul. Kłodzka 2,50.586033,16.809694,powiat ząbkowicki
150,DsZabkPowWar,PL0321A,Ząbkowice Śląskie,DsZabkowSemi,9/1/2008,12/8/2020,background,urban,container,DOLNOŚLĄSKIE,Ząbkowice Śląskie,ul. Powstańców Warszawy 5,50.592325,16.819786,powiat ząbkowicki
151,DsZameczno,,Zameczno,DsZameczno,1/1/1980,12/31/2003,industrial,nonurban,in-house,DOLNOŚLĄSKIE,Zameczno,,51.669507,15.932111,powiat głogowski
152,DsZgorBohGet,PL0198A,"Zgorzelec, ul. Bohaterów Getta",,1/1/2005,,background,urban,container,DOLNOŚLĄSKIE,Zgorzelec,ul. Bohaterów Getta 1a,51.150391,15.008175,powiat zgorzelecki
153,DsZgorzMar,PL0199A,Zgorzelec - Maratońska,DsZgorzMar,1/1/2005,12/31/2007,background,urban,dust collector,DOLNOŚLĄSKIE,Zgorzelec,ul. Maratońska,51.145777,15.012233,powiat zgorzelecki
154,DsZgorzOrz,PL0322A,Zgorzelec - Orzeszkowej,DsZgorzOrz,1/1/1996,12/31/2013,industrial,urban,container,DOLNOŚLĄSKIE,Zgorzelec,ul. Orzeszkowej 3,51.130156,15.001958,powiat zgorzelecki
155,DsZgorzWar,,Zgorzelec - Warszawska,DsZgorzWar,1/3/1995,12/31/2004,background,urban,in-house,DOLNOŚLĄSKIE,Zgorzelec,ul. Warszawska 11,51.148418,15.007949,powiat zgorzelecki
156,DsZlotKosc,,Złotoryja - Kościuszki,DsZlotKosc,1/1/2000,12/31/2002,background,urban,container,DOLNOŚLĄSKIE,Złotoryja,ul. Kościuszki 5,51.123326,15.911288,powiat złotoryjski
157,DsZlotoryjaPMArch,,Złotoryja - Staszica (PM10-Arch),DsZlotoryjaPMArch,1/1/2009,12/31/2009,background,urban,container,DOLNOŚLĄSKIE,Złotoryja,ul. Stanisława Staszica 22,51.1239,15.920289,powiat złotoryjski
158,DsZlotoStasz,PL0477A,Złotoryja - Staszica,DsZlotoryjaPM,1/1/2011,12/31/2019,background,urban,dust collector,DOLNOŚLĄSKIE,Złotoryja,ul. Stanisława Staszica 22,51.1239,15.920289,powiat złotoryjski
159,DsZukowice,,Żukowice,DsZukowice,1/1/1980,12/31/2003,industrial,nonurban,in-house,DOLNOŚLĄSKIE,Żukowice,,51.667269,15.984407,powiat głogowski
160,KpAirpKoluda,PL0601A,Kołuda Wielka Airpointer,KpAirpKoluda,4/25/2013,1/2/2014,background,nonurban,mobile,KUJAWSKO-POMORSKIE,Kołuda Wielka,,52.735747,18.148678,powiat inowrocławski
161,KpBrodKochan,PL0606A,"Brodnica, ul. Kochanowskiego",,1/1/2015,,background,urban,dust collector,KUJAWSKO-POMORSKIE,Brodnica,ul. Kochanowskiego,53.249264,19.415086,powiat brodnicki
162,KpBrodnZwirki,PL0323A,"Brodnica ""Żwirki""",KpBrodnZwirki,3/16/2003,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Brodnica,ul. Żwirki i Wigury 1,53.2575,19.406667,powiat brodnicki
163,KpBydBerling,PL0491A,Bydgoszcz Fieldorfa,KpBydgBerlinga,4/1/2010,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. gen. Augusta Emila Fieldorfa „Nila” 13,53.151452,18.132062,Bydgoszcz
164,KpBydFieldor,PL0491A,"Bydgoszcz, ul. Fieldorfa",,4/1/2010,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. gen. Augusta Emila Fieldorfa „Nila” 13,53.151452,18.132062,Bydgoszcz
165,KpBydgATRKalisk,PL0324A,"Bydgoszcz ""Fordon ATR""",KpBydgATRKalisk,1/2/1990,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Kaliskiego 7,53.142778,18.126944,Bydgoszcz
166,KpBydgBlota,,Bydgoszcz Białe Błota,KpBydgBlota,1/9/2006,12/31/2009,background,suburban,mobile,KUJAWSKO-POMORSKIE,Białe Błota,ul. Szubińska 8,53.100278,17.920278,powiat bydgoski
167,KpBydgChemEC,PL0583A,Bydgoszcz Chemiczna EC,KpBydgChemEC,1/1/2012,12/31/2013,industrial,suburban,mobile,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Chemiczna,53.104444,18.073611,Bydgoszcz
168,KpBydgCO,,Bydgoszcz Centrum Onkologiczne,KpBydgCO,8/22/2006,12/31/2009,background,urban,mobile,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Berlinga 13,53.150833,18.131389,Bydgoszcz
169,KpBydgMorska,PL0325A,"Bydgoszcz ""Morska""",KpBydgMorska,1/18/1993,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Morska 2,53.1275,18.054444,Bydgoszcz
170,KpBydgUjejskiego,PL0063A,"Bydgoszcz ""Szpital XXX-lecia""",KpBydgUjejskiego,1/13/1981,12/31/2010,background,urban,container,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Ujejskiego 75,53.114722,18.027222,Bydgoszcz
171,KpBydgWPola,PL0065A,"Bydgoszcz ""W. Pola""",KpBydgWPola,1/4/1994,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. W. Pola 19,53.125,17.975833,Bydgoszcz
172,KpBydgWzgWolnosci,,Bydgoszcz Wzgórze Wolności,KpBydgWzgWolnosci,3/31/2008,12/31/2009,background,urban,mobile,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Słowiańska 7,53.115833,18.016111,Bydgoszcz
173,KpBydgZachemHutn,PL0326A,Zachem - Hutnicza,KpBydgZachemHutn,3/1/1999,12/31/2012,industrial,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Hutnicza 89,53.101667,18.106111,Bydgoszcz
174,KpBydgZachemWojska,PL0327A,"Bydgoszcz ""Zachem2""",KpBydgZachemWojska,1/11/1983,12/31/2009,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Wojska Polskiego 46,53.102222,18.059444,Bydgoszcz
175,KpBydPlPozna,PL0252A,"Bydgoszcz, pl. Poznański",,1/6/2006,,communication,urban,container,KUJAWSKO-POMORSKIE,Bydgoszcz,Plac Poznański,53.121774,17.987883,Bydgoszcz
176,KpBydWarszaw,PL0064A,"Bydgoszcz, ul. Warszawska",,1/21/1995,,background,urban,container,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Warszawska 10,53.134088,17.995712,Bydgoszcz
177,KpChelmLunawMOB,PL0737A,"Chełmno, Łunawska 3A",KpChelmLunawMOB,1/8/2020,1/4/2021,background,urban,mobile,KUJAWSKO-POMORSKIE,Chełmno,ul. Łunawska 3A,53.351975,18.447498,powiat chełmiński
178,KpChelmnLunawska,PL0328A,"Chełmno ""Łunawska""",KpChelmnLunawska,3/16/2003,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Chełmno,ul. Łunawska 2A,53.348611,18.445278,powiat chełmiński
179,KpCiechTezni,PL0066A,"Ciechocinek, ul. Tężniowa",,4/5/1995,,background,suburban,container,KUJAWSKO-POMORSKIE,Ciechocinek,ul. Tężniowa - Park Tężniowy,52.888422,18.780908,powiat aleksandrowski
180,KpDAFAleksandrowK,,Aleksandrów Kujawski,KpDAFAleksandrowK,1/1/2010,12/31/2010,background,urban,mobile,KUJAWSKO-POMORSKIE,Aleksandrów Kujawski,ul. Słowackiego 18,52.878333,18.6975,powiat aleksandrowski
181,KpDAFBrzescK,,Brześć Kujawski,KpDAFBrzescK,3/1/2005,9/30/2005,background,urban,mobile,KUJAWSKO-POMORSKIE,Brześć Kujawski,ul. Kilińskiego,52.605,18.906944,powiat włocławski
182,KpDAFChelmza,,Chełmża (stacja mobilna),KpDAFChelmza,8/1/2010,11/16/2010,background,urban,mobile,KUJAWSKO-POMORSKIE,Chełmża,ul. Gen. J.Hallera 2,53.186389,18.610556,powiat toruński
183,KpDAFChodecz,,Chodecz,KpDAFChodecz,1/1/2008,12/31/2008,background,urban,mobile,KUJAWSKO-POMORSKIE,Chodecz,ul. I Armii Wojska Polskiego,52.401667,19.029444,powiat włocławski
184,KpDAFDobrzynUM,,Dobrzyń UM,KpDAFDobrzynUM,1/1/2003,12/31/2007,background,urban,mobile,KUJAWSKO-POMORSKIE,Dobrzyń nad Wisłą,ul. Szkolna 4,52.637778,19.321667,powiat lipnowski
185,KpDAFGolub,,Golub - Dobrzyń (stacja mobilna),KpDAFGolub,6/1/2005,6/17/2009,background,urban,mobile,KUJAWSKO-POMORSKIE,Golub-Dobrzyń,ul. Dworcowa,53.120556,19.050556,powiat golubsko-dobrzyński
186,KpDAFIzbica,,Izbica Kujawska,KpDAFIzbica,9/1/2006,12/31/2010,background,nonurban,mobile,KUJAWSKO-POMORSKIE,Izbica Kujawska,ul. Warszawska 2,52.419478,18.767222,powiat włocławski
187,KpDAFLasin,,Łasin (stacja mobilna),KpDAFLasin,3/6/2006,5/13/2006,background,urban,mobile,KUJAWSKO-POMORSKIE,Łasin,ul. Odrodzenia Polski 5,53.518333,19.089444,powiat grudziądzki
188,KpDAFMarusza,,Marusza (stacja mobilna),KpDAFMarusza,2/1/2008,5/13/2008,background,suburban,mobile,KUJAWSKO-POMORSKIE,Grudziądz,ul. Warszawska 36,53.453889,18.791667,Grudziądz
189,KpDAFNieszawa,,Nieszawa,KpDAFNieszawa,5/1/2006,12/31/2006,background,urban,mobile,KUJAWSKO-POMORSKIE,Nieszawa,ul. Laskowskiego 3,52.838611,18.895,powiat aleksandrowski
190,KpDAFRadziejowRPGK,,Radziejów RPGK,KpDAFRadziejowRPGK,1/1/2009,12/31/2009,background,urban,mobile,KUJAWSKO-POMORSKIE,Radziejów,ul. Komunalna 19,52.629722,18.530278,powiat radziejowski
191,KpDAFRadzyn,,Radzyń Chełmiński (stacja mobilna),KpDAFRadzyn,1/1/2010,5/20/2010,background,urban,mobile,KUJAWSKO-POMORSKIE,Radzyń Chełmiński,ul. Sady 14,53.381944,18.936944,powiat grudziądzki
192,KpDAFRypinKOMES,,RypinKOMES,KpDAFRypinKOMES,1/1/2009,12/31/2009,background,urban,mobile,KUJAWSKO-POMORSKIE,Rypin,ul. E. Orzeszkowej 4,53.065556,19.405278,powiat rypiński
193,KpGrudPilsud,PL0580A,"Grudziądz, ul. Piłsudskiego",,3/1/2012,,communication,urban,container,KUJAWSKO-POMORSKIE,Grudziądz,ul. Piłsudskiego 51,53.49355,18.762139,Grudziądz
194,KpGrudSienki,PL0542A,"Grudziądz, ul. Sienkiewicza",,4/29/2011,,background,urban,dust collector,KUJAWSKO-POMORSKIE,Grudziądz,ul. Sienkiewicza 27,53.491831,18.752589,Grudziądz
195,KpGrudzIkara,PL0200A,"Grudziądz ""Ikara""",KpGrudzIkara,3/16/2003,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Grudziądz,ul. Ikara 8,53.464167,18.769444,Grudziądz
196,KpGrudzKosynierow,PL0329A,"Grudziądz ""Kosynierów""",KpGrudzKosynierow,1/4/1993,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Grudziądz,ul. Kosynierów Gdyńskich 31,53.492778,18.754167,Grudziądz
197,KpInowOsMatwMOB,PL0656A,Inowrocław Mątwy airponter,KpInowOsMatwMOB,2/4/2016,1/10/2017,industrial,urban,mobile,KUJAWSKO-POMORSKIE,Inowrocław,Chemiczna,52.755688,18.25438,powiat inowrocławski
198,KpInowrKleeberga,PL0330A,"Inowrocław ""Rąbin""",KpInowrKleeberga,3/16/2003,12/31/2009,background,urban,in-house,KUJAWSKO-POMORSKIE,Inowrocław,ul. Kleeberga 1,52.786667,18.250556,powiat inowrocławski
199,KpInowrMatewska,,"Soda-Mątwy ""Mątewska""",KpInowrMatewska,7/1/1995,12/31/2011,industrial,urban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Mątewska 34,52.751944,18.2625,powiat inowrocławski
200,KpInowrPlacKlaszt,PL0331A,"Inowrocław ""Śródmieście""",KpInowrPlacKlaszt,1/1/2003,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Inowrocław,ul. Klac Klasztorny 1b,52.796667,18.258889,powiat inowrocławski
201,KpInowrPoznanska,,"Inowrocław ""Poznańska""",KpInowrPoznanska,2/1/1992,12/31/2011,industrial,urban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Poznańska 307,52.75,18.2525,powiat inowrocławski
202,KpInowrSolan,PL0067A,Inowrocław Solankowa,KpInowrSolan,1/1/2011,12/31/2012,background,urban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Solankowa,52.794722,18.245,powiat inowrocławski
203,KpInowrSolankowa,,"Inowrocław ""Uzdrowisko""",KpInowrSolankowa,3/16/2003,12/31/2010,background,urban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Solankowa 77,52.793611,18.243333,powiat inowrocławski
204,KpInowSolank,PL0581A,"Inowrocław, ul. Solankowa",,3/4/2011,,background,suburban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Solankowa,52.793122,18.241044,powiat inowrocławski
205,KpKoniczynka,PL0068A,"Koniczynka, Pojezierze Chełmińskie",,1/1/1996,,background,nonurban,container,KUJAWSKO-POMORSKIE,Koniczynka,,53.080647,18.684258,powiat toruński
206,KpKruszwicamob,,Kruszwica,KpKruszwicamob,3/10/2010,6/2/2010,background,urban,mobile,KUJAWSKO-POMORSKIE,Kruszwica,ul. Niepodległości,52.678056,18.314167,powiat inowrocławski
207,KpKruszynLotnisko,,Lotnisko Kruszyn,KpKruszynLotnisko,1/19/2000,12/31/2004,background,nonurban,in-house,KUJAWSKO-POMORSKIE,Kruszyn,,52.586114,19.01,powiat włocławski
208,KpMogilKosciuszki,PL0332A,Mogilno,KpMogilKosciuszki,3/16/2003,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Mogilno,ul. T. Kościuszki 3,52.659167,17.949722,powiat mogileński
209,KpMogiNowMOB,PL0751A,"Mogilno,Kościuszki",KpMogiNowMOB,1/3/2019,12/31/2019,background,urban,mobile,KUJAWSKO-POMORSKIE,Mogilno,Kościuszki,52.656842,17.949565,powiat mogileński
210,KpNakloSkargi,,Nakło,KpNakloSkargi,3/16/2003,12/31/2010,background,urban,container,KUJAWSKO-POMORSKIE,Nakło nad Notecią,ul. P. Skargi 2,53.139444,17.607778,powiat nakielski
211,KpNaklSkargi,PL0201A,Nakło Piotra Skargi,KpNakloPiotraSkargi,1/1/2011,1/1/2020,background,urban,container,KUJAWSKO-POMORSKIE,Nakło nad Notecią,ul. Piotra Skargi,53.138358,17.605139,powiat nakielski
212,KpNaklWawrzy,PL0683A,"Nakło nad Notecią, ul. Św. Wawrzyńca",,12/29/2020,,background,urban,container,KUJAWSKO-POMORSKIE,Nakło nad Notecią,ul. Świętego Wawrzyńca,53.136681,17.591539,powiat nakielski
213,KpNwiesNaftobazy,PL0333A,Naftobazy,KpNwiesNaftobazy,1/1/1990,12/31/2013,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Nowa Wies Wielka,ul. Przemyslowa,52.970278,18.091389,powiat bydgoski
214,KpPiech,PL0334A,Lafarge-Piechcin,KpPiech,6/1/1998,12/31/2011,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Piechcin,,52.816389,18.032778,powiat żniński
215,KpPrzysRCRRiOW,,Przysiek - RCRRiOW,KpPrzysRCRRiOW,5/15/1996,3/31/2005,NO DATA,nonurban,in-house,KUJAWSKO-POMORSKIE,Przysiek,,53.029444,18.504444,powiat toruński
216,KpSadlog,PL0202A,Lafarge-Sadłogoszcz,KpSadlog,3/20/2001,12/31/2011,background,nonurban,container,KUJAWSKO-POMORSKIE,Sadłogoszcz,,52.844722,18.005,powiat żniński
217,KpSepolno,,Sępólno Krajeńskie,KpSepolno,2/20/2006,12/31/2009,background,urban,mobile,KUJAWSKO-POMORSKIE,Sępólno Krajeńskie,ul. Sienkiewicza 54,53.4475,17.527778,powiat sępoleński
218,KpSolecRowecMOB,PL0780A,"Solec Kujawski, ul. gen. Roweckiego",,1/4/2021,,background,urban,mobile,KUJAWSKO-POMORSKIE,Solec Kujawski,"ul. gen. Stefana Roweckiego ""Grota""",53.079618,18.2279,powiat bydgoski
219,KpSwiecGruczno,,Frantschach - Gruczno,KpSwiecGruczno,1/1/1997,2/27/2003,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Górne Gruczno,,53.364722,18.316667,powiat świecki
220,KpSwiecGruczno2,PL0069A,02 - Gruczno,KpSwiecGruczno2,2/1/2005,12/31/2011,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Górne Gruczno,,53.355556,18.318333,powiat świecki
221,KpSwiecKolejowa,,Frantschach - stacja nr 1,KpSwiecKolejowa,3/10/1995,3/10/2003,industrial,suburban,container,KUJAWSKO-POMORSKIE,Świecie,ul. Kolejowa 20,53.398056,18.416389,powiat świecki
222,KpSwiecPrzechowo,PL0070A,01 Przechowo,KpSwiecPrzechowo,2/1/2005,1/1/2014,industrial,suburban,container,KUJAWSKO-POMORSKIE,Świecie Przechowo,,53.398056,18.416389,powiat świecki
223,KpSwiecSadowa,PL0336A,"Świecie ""Sądowa""",KpSwiecSadowa,3/16/2003,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Świecie,ul. Sądowa 5,53.407222,18.453889,powiat świecki
224,KpToruDziewu,PL0071A,"Toruń, ul. Dziewulskiego",,4/20/1993,,background,urban,container,KUJAWSKO-POMORSKIE,Toruń,ul. Dziewulskiego 1,53.028647,18.666103,Toruń
225,KpToruKaszow,PL0072A,"Toruń, ul. Przy Kaszowniku",,1/1/1997,,communication,urban,container,KUJAWSKO-POMORSKIE,Toruń,ul. Przy Kaszowniku,53.017628,18.612808,Toruń
226,KpTorunGagarina,PL0337A,"Toruń ""Gagarina""",KpTorunGagarina,1/20/1988,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. Gagarina 34,53.018333,18.565,Toruń
227,KpTorunKonstytucji,PL0338A,"Toruń ""Konstytucji""",KpTorunKonstytucji,3/16/2003,12/31/2009,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. Konstytucji 3-Maja 15,53.023889,18.681667,Toruń
228,KpTorunKopernika,PL0339A,"Toruń ""Kopernika""",KpTorunKopernika,1/2/1983,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. M. Kopernika 9,53.009167,18.604167,Toruń
229,KpTorunLotnisko,PL0073A,"Toruń, LOTNISKO",KpTorunLotnisko,9/18/1989,12/16/2008,background,urban,container,KUJAWSKO-POMORSKIE,Toruń,ul. Bielańska 66,53.028333,18.561678,Toruń
230,KpTorunOPSIS,,"Toruń, OPSIS",KpTorunOPSIS,6/1/1995,12/31/2005,background,urban,container,KUJAWSKO-POMORSKIE,Toruń,pl. Teatralny 2,53.013611,18.604722,Toruń
231,KpTorunPoznanska,PL0340A,"Toruń ""Poznańska""",KpTorunPoznanska,3/16/2003,12/31/2009,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. Poznańska 63,52.993611,18.595278,Toruń
232,KpTorunSzpMiejski,PL0203A,Toruń Szpital Miejski,KpTorunSzpMiejski,1/1/2004,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. Batorego,53.0225,18.620833,Toruń
233,KpToruStorczMOB,PL0688A,"Toruń, ul. Storczykowa",KpToruStorczMOB,1/1/2018,12/31/2018,background,urban,mobile,KUJAWSKO-POMORSKIE,Toruń,ul. Storczykowa 124,53.041945,18.595036,Toruń
234,KpToruWSikor,PL0582A,"Toruń, ul. Wały gen. Sikorskiego",,3/1/2012,,background,urban,container,KUJAWSKO-POMORSKIE,Toruń,ul. Wały Gen. Sikorskiego 12,53.012475,18.605681,Toruń
235,KpTuchPiast,PL0341A,Tuchola Piastowska,KpTuchPiast,1/1/2011,1/1/2014,background,suburban,container,KUJAWSKO-POMORSKIE,Tuchola,ul. Piastowska,53.585961,17.86935,powiat tucholski
236,KpTuchPiastowska,,Tuchola,KpTuchPiastowska,1/1/1999,12/31/2010,background,urban,container,KUJAWSKO-POMORSKIE,Tuchola,ul. Piastowska 30,53.585833,17.871667,powiat tucholski
237,KpWabrzMuzeum,PL0204A,Wąbrzeźno - muzeum,KpWabrzMuzeum,4/1/2005,12/31/2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Wąbrzeźno,ul. 1 Maja 40,53.279722,18.954167,powiat wąbrzeski
238,KpWabrzstmob,,Wąbrzeźno (stacja mobilna),KpWabrzstmob,1/1/2005,12/13/2008,background,urban,mobile,KUJAWSKO-POMORSKIE,Wąbrzeźno,ul. Kętrzyńskiego 3,53.278333,18.966667,powiat wąbrzeski
239,KpWieniecZdrMOB,PL0718A,Airponter Wieniec Zdrój,KpWieniecZdrMOB,12/28/2018,12/31/2019,background,suburban,mobile,KUJAWSKO-POMORSKIE,Wieniec-Zdrój,ul. Wieniecka,52.656866,18.987368,powiat włocławski
240,KpWieniZdroj,PL0689A,"Wieniec Zdrój, ul. Wieniecka",,1/1/2018,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Wieniec-Zdrój,Wieniecka,52.656866,18.987368,powiat włocławski
241,KpWienSanatorium,PL0342A,"Wieniec-Zdrój Sanatorium ""Jutrzenka""",KpWienSanatorium,1/1/1981,12/31/2010,NO DATA,nonurban,container,KUJAWSKO-POMORSKIE,Wieniec-Zdrój,,52.656944,18.988611,powiat włocławski
242,KpWiktorowoG,PL0587A,Lafarge- Airpointer,KpAirpWiktorowo,8/1/2012,1/1/2015,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Wiktorowo,Wiktorowo 22,52.822942,17.859031,powiat mogileński
243,KpWloclChelmMOB,PL0605A,Airpointer Włocławek,KpAirpWlocWod,1/1/2015,1/1/2018,background,suburban,mobile,KUJAWSKO-POMORSKIE,Włocławek,ul. Chełmicka,52.672648,19.079261,Włocławek
244,KpWloclGnia2,PL0703A,"Włocławek, ul. Gniazdowskiego2",KpWloclGnia2,1/1/2017,12/31/2017,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Włocławek,Gniazdowskiego 7,52.651561,19.051886,Włocławek
245,KpWloclGniaz,PL0690A,"Włocławek, ul. Gniazdowskiego",,4/1/2017,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Włocławek,Gniazdowskiego 7,52.651561,19.051886,Włocławek
