Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],L>200 (S1),19 max (S1) [µg/m3],Perc. 99.8 (S1) [µg/m3],Number of measurements,Completeness [%],Summer/Winter Number
2021,świętokrzyskie,PL2602,strefa świętokrzyska,SkGoluUjWody,NO2,1g,7.716655576,0,49.5,0,36.4,36.6,8716,99.49,1
2021,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,NO2,1g,16.487428441,0,99,0,73,73,8734,99.7,1
2021,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,NO2,1g,11.869836857,-0.04641,83.4859,0,63.4896,63.736,8650,98.74,1.01
2021,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,NO2,1g,12.614087686,0.5906,97.3284,0,68.8745,69.0779,8731,99.66,1.01
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmBiskupMickMOB,NO2,1g,9.519429502,0.04302,100.964,0,64.2836,65.093,8697,99.28,1.01
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,NO2,1g,10.468019217,0.00159,112.701,0,72.5436,73.5787,8732,99.68,1
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,NO2,1g,8.391819676,0.38771,77.0626,0,49.1389,49.3344,8665,98.91,1.02
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,NO2,1g,13.147601799,0.38399,92.7681,0,69.9914,70.2697,8738,99.74,1
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,NO2,1g,3.86710709,0.14157,35.1966,0,21.9014,22.0176,8676,99.04,1.01
2021,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,NO2,1g,23.091599279,0.96503,129.32,0,108.525,109.899,8645,98.68,1
2021,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,NO2,1g,17.627604778,0.64993,112.929,0,77.6135,77.8313,8662,98.88,1.01
2021,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,NO2,1g,15.809820954,1.68022,109.589,0,70.705,71.6102,8646,98.69,1
2021,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,NO2,1g,12.41145033,-0.54419,83.4544,0,63.118,63.3189,8615,98.34,0.99
2021,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,NO2,1g,15.475940854,0.2655,76.2128,0,57.7618,58.0806,8633,98.55,1.01
2021,wielkopolskie,PL3003,strefa wielkopolska,WpKozieosLes,NO2,1g,16.039259939,2.00355,74.2964,0,58.3247,59.8071,8533,97.4,0.98
2021,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,NO2,1g,8.610682967,0.08854,48.5551,0,38.2187,38.652,8445,96.4,0.96
2021,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,NO2,1g,13.068517813,0.145,86.5233,0,66.0119,67.5777,8646,98.69,1
2021,wielkopolskie,PL3003,strefa wielkopolska,WpSzamotKollMOB,NO2,1g,10.73348468,0.01912,57.7164,0,47.16,49.8469,7227,82.5,1.55
2021,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndrze,NO2,1g,14.334610013,0.00319,97.1907,0,74.0879,74.5473,8743,99.8,1.01
2021,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPilsud,NO2,1g,22.547540702,1.13498,135.304,0,88.1974,89.1491,8616,98.35,1.01
2021,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,NO2,1g,20.294652662,0.00744,121.436,0,87.8798,87.9828,8610,98.28,1.01
2021,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszChopin,NO2,1g,12.668039924,1.69695,80.7881,0,57.8025,57.8673,8731,99.66,1.01
2021,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpKolKasprowMOB,NO2,1g,8.84828353,0.02496,75.3679,0,49.0274,50.2192,8193,93.52,1.14
2021,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,NO2,1g,13.22994975,0.30724,106.438,0,79.154,81.1009,8598,98.15,1
2021,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,NO2,1g,7.481731095,0.00212,46.844,0,35.0023,36.0099,8539,97.47,1.02
